V1
-0.171682824
-0.073365648
-0.075048472
-0.156731296
-0.238414121
-0.260096945
-0.261779769
-0.283462593
-0.105145417
-0.026828241
-0.278511065
-0.140193889
-0.161876714
-0.203559538
-0.185242362
-0.086925186
0.03139199
0.039709166
-0.121973658
-0.013656482
0.084660694
0.032977869
-0.108704955
-0.190387779
-0.282070603
-0.063753427
0.004563749
-0.157119075
-0.188801899
-0.220484724
-0.172167548
-0.163850372
-0.085533196
-0.06721602
0.141101156
0.179418332
-0.022264492
-0.123947317
0.044369859
0.062687035
0.081004211
0.179321387
0.087638563
0.115955739
0.124272915
0.172590091
0.300907266
0.199224442
0.217541618
0.075858794
0.27417597
0.332493146
0.270810322
0.149127498
0.317444673
0.255761849
0.314079025
0.442396201
0.460713377
0.469030553
0.617347729
0.695664905
0.573982081
0.602299256
0.750616432
0.638933608
0.487250784
0.52556796
0.463885136
0.472202312
0.410519488
0.528836663
0.617153839
0.685471015
0.473788191
0.482105367
0.430422543
0.688739719
0.727056895
0.695374071
0.653691246
0.742008422
0.730325598
0.768642774
0.50695995
0.615277126
0.673594302
0.711911478
0.670228653
0.818545829
0.786863005
0.675180181
0.793497357
0.941814533
0.710131709
0.788448885
0.69676606
0.985083236
0.883400412
0.991717588
1.110034764
1.17835194
0.986669116
1.174986292
1.033303468
1.001620643
1.069937819
1.228254995
1.316572171
1.194889347
1.363206523
1.341523699
1.159840875
1.18815805
1.266475226
1.404792402
1.303109578
1.441426754
1.60974393
1.398061106
1.406378282
1.544695458
1.643012633
1.641329809
1.569646985
1.717964161
1.676281337
1.704598513
1.582915689
1.711232865
1.78955004
1.667867216
1.726184392
1.754501568
1.852818744
1.99113592
2.129453096
2.047770272
1.976087448
